Palabra,FrecPos,FrecNeg,LogPos,LogNeg,LogP(POS),LogP(NEG)
8525,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
too,8,12,-5.514324402292926,-5.152846853552045,-0.677711372430106,-0.7088249932791751
favorite,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
purchases,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
worth,2,2,-6.612936690961036,-6.619183922345472,-0.677711372430106,-0.7088249932791751
take,2,5,-6.612936690961036,-5.926036741785527,-0.677711372430106,-0.7088249932791751
drops,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
bar,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
starts,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
beeping,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
letting,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
its,22,17,-4.576054763699997,-4.827424453117417,-0.677711372430106,-0.7088249932791751
dieing,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
nearly,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
2,8,11,-5.514324402292926,-5.232889561225582,-0.677711372430106,-0.7088249932791751
years,6,1,-5.765638830573833,-7.024649030453636,-0.677711372430106,-0.7088249932791751
must,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
study,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
anyone,1,4,-7.018401799069201,-6.108358298579481,-0.677711372430106,-0.7088249932791751
interested,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
sins,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
industrial,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
design,3,7,-6.3252546185092555,-5.638354669333745,-0.677711372430106,-0.7088249932791751
soyo,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
technology,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
sucks,0,4,-7.711548979629146,-6.108358298579481,-0.677711372430106,-0.7088249932791751
motorola,6,4,-5.765638830573833,-6.108358298579481,-0.677711372430106,-0.7088249932791751
finally,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
voice,4,2,-6.102111067195046,-6.619183922345472,-0.677711372430106,-0.7088249932791751
perfectly,6,0,-5.765638830573833,-7.717796211013582,-0.677711372430106,-0.7088249932791751
think,3,6,-6.3252546185092555,-5.771886061958268,-0.677711372430106,-0.7088249932791751
over,3,5,-6.3252546185092555,-5.926036741785527,-0.677711372430106,-0.7088249932791751
plan,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
own,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
onethis,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
sure,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
last,1,6,-7.018401799069201,-5.771886061958268,-0.677711372430106,-0.7088249932791751
moto,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
away,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
q,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
simple,4,2,-6.102111067195046,-6.619183922345472,-0.677711372430106,-0.7088249932791751
lightweight,3,1,-6.3252546185092555,-7.024649030453636,-0.677711372430106,-0.7088249932791751
seems,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
completely,1,6,-7.018401799069201,-5.771886061958268,-0.677711372430106,-0.7088249932791751
secure,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
both,5,1,-5.919789510401091,-7.024649030453636,-0.677711372430106,-0.7088249932791751
holding,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
belt,2,2,-6.612936690961036,-6.619183922345472,-0.677711372430106,-0.7088249932791751
keeping,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
iphone,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
inside,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
pda,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
rocks,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
350,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
jabra350,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
just,11,9,-5.2266423298411455,-5.415211118019536,-0.677711372430106,-0.7088249932791751
do,2,14,-6.612936690961036,-5.009746009911372,-0.677711372430106,-0.7088249932791751
d807wrongly,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
advertised,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
d807,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
see,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
travled,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
swivel,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
holster,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
blackberry,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
thorn,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
side,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
abhor,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
we,2,5,-6.612936690961036,-5.926036741785527,-0.677711372430106,-0.7088249932791751
others,4,1,-6.102111067195046,-7.024649030453636,-0.677711372430106,-0.7088249932791751
can,7,8,-5.63210743794931,-5.5205716336773625,-0.677711372430106,-0.7088249932791751
barely,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
hear,2,8,-6.612936690961036,-5.5205716336773625,-0.677711372430106,-0.7088249932791751
constantly,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
saying,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
what,3,11,-6.3252546185092555,-5.232889561225582,-0.677711372430106,-0.7088249932791751
overall,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
walkman,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
buyers,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
remorse,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
buttons,2,5,-6.612936690961036,-5.926036741785527,-0.677711372430106,-0.7088249932791751
are,19,16,-4.715816706075155,-4.884582866957365,-0.677711372430106,-0.7088249932791751
small,3,3,-6.3252546185092555,-6.331501849893691,-0.677711372430106,-0.7088249932791751
id,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
return,0,4,-7.711548979629146,-6.108358298579481,-0.677711372430106,-0.7088249932791751
be,10,14,-5.313653706830776,-5.009746009911372,-0.677711372430106,-0.7088249932791751
waaay,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
big,1,5,-7.018401799069201,-5.926036741785527,-0.677711372430106,-0.7088249932791751
transmit,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
audio,3,4,-6.3252546185092555,-6.108358298579481,-0.677711372430106,-0.7088249932791751
definitely,5,0,-5.919789510401091,-7.717796211013582,-0.677711372430106,-0.7088249932791751
bargain,3,1,-6.3252546185092555,-7.024649030453636,-0.677711372430106,-0.7088249932791751
camera,6,3,-5.765638830573833,-6.331501849893691,-0.677711372430106,-0.7088249932791751
although,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
rated,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
an,9,9,-5.4089638866351,-5.415211118019536,-0.677711372430106,-0.7088249932791751
impressive,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
13,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
megapixels,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
renders,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
images,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
fall,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
below,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
expectations,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
relatively,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
high,3,2,-6.3252546185092555,-6.619183922345472,-0.677711372430106,-0.7088249932791751
resolution,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
look,4,4,-6.102111067195046,-6.108358298579481,-0.677711372430106,-0.7088249932791751
feel,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
samsung,4,1,-6.102111067195046,-7.024649030453636,-0.677711372430106,-0.7088249932791751
flipphones,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
first,1,12,-7.018401799069201,-5.152846853552045,-0.677711372430106,-0.7088249932791751
cheaply,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
recognition,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
tremendous,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
while,3,8,-6.3252546185092555,-5.5205716336773625,-0.677711372430106,-0.7088249932791751
managed,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
bend,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
leaf,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
spring,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
back,1,7,-7.018401799069201,-5.638354669333745,-0.677711372430106,-0.7088249932791751
place,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
metal,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
enough,2,10,-6.612936690961036,-5.319900938215211,-0.677711372430106,-0.7088249932791751
stress,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
break,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
next,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
drop,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
makes,4,6,-6.102111067195046,-5.771886061958268,-0.677711372430106,-0.7088249932791751
easier,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
superb,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
network,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
exactly,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
wanted,2,2,-6.612936690961036,-6.619183922345472,-0.677711372430106,-0.7088249932791751
even,8,5,-5.514324402292926,-5.926036741785527,-0.677711372430106,-0.7088249932791751
fully,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
bed,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
turned,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
blue,3,1,-6.3252546185092555,-7.024649030453636,-0.677711372430106,-0.7088249932791751
tooth,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
wifi,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
noticed,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
20,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
left,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
morning,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
given,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
star,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
able,3,1,-6.3252546185092555,-7.024649030453636,-0.677711372430106,-0.7088249932791751
verizon,4,3,-6.102111067195046,-6.331501849893691,-0.677711372430106,-0.7088249932791751
ago,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
liked,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
their,4,4,-6.102111067195046,-6.108358298579481,-0.677711372430106,-0.7088249932791751
sanyo,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
survived,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
dozens,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
blacktop,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
ill,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
effect,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
slim,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
light,4,1,-6.102111067195046,-7.024649030453636,-0.677711372430106,-0.7088249932791751
display,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
beautiful,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
disappointment,0,5,-7.711548979629146,-5.926036741785527,-0.677711372430106,-0.7088249932791751
clear,9,2,-5.4089638866351,-6.619183922345472,-0.677711372430106,-0.7088249932791751
trying,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
refund,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
10,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
saved,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
alot,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
how,2,6,-6.612936690961036,-5.771886061958268,-0.677711372430106,-0.7088249932791751
bethe,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
poor,0,15,-7.711548979629146,-4.945207488773801,-0.677711372430106,-0.7088249932791751
around,3,3,-6.3252546185092555,-6.331501849893691,-0.677711372430106,-0.7088249932791751
carries,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
highest,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
antiglare,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
screen,4,4,-6.102111067195046,-6.108358298579481,-0.677711372430106,-0.7088249932791751
protector,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
date,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
unreliable,0,4,-7.711548979629146,-6.108358298579481,-0.677711372430106,-0.7088249932791751
giving,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
easy,13,2,-5.0724916500138875,-6.619183922345472,-0.677711372430106,-0.7088249932791751
dualpurpose,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
pairing,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
happier,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
colleague,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
receptiona,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
little,5,3,-5.919789510401091,-6.331501849893691,-0.677711372430106,-0.7088249932791751
expensive,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
performance,2,2,-6.612936690961036,-6.619183922345472,-0.677711372430106,-0.7088249932791751
earpiece,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
ngage,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
still,2,9,-6.612936690961036,-5.415211118019536,-0.677711372430106,-0.7088249932791751
lacking,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
earbuds,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
issues,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
methe,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
used,5,7,-5.919789510401091,-5.638354669333745,-0.677711372430106,-0.7088249932791751
several,2,3,-6.612936690961036,-6.331501849893691,-0.677711372430106,-0.7088249932791751
best,18,2,-4.767110000462706,-6.619183922345472,-0.677711372430106,-0.7088249932791751
obviously,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
pay,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
fast,4,0,-6.102111067195046,-7.717796211013582,-0.677711372430106,-0.7088249932791751
shipping,4,1,-6.102111067195046,-7.024649030453636,-0.677711372430106,-0.7088249932791751
need,3,2,-6.3252546185092555,-6.619183922345472,-0.677711372430106,-0.7088249932791751
least,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
hour,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
entire,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
day,3,1,-6.3252546185092555,-7.024649030453636,-0.677711372430106,-0.7088249932791751
magical,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
help,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
same,1,11,-7.018401799069201,-5.232889561225582,-0.677711372430106,-0.7088249932791751
mistake,0,4,-7.711548979629146,-6.108358298579481,-0.677711372430106,-0.7088249932791751
earlier,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
review,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
noted,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
nothing,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
happens,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
uncomfortable,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
vx9900,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
env,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
usually,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
headbands,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
mess,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
hair,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
set,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
joy,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
peachykeen,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
kept,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
catching,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
seat,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
pull,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
out,5,17,-5.919789510401091,-4.827424453117417,-0.677711372430106,-0.7088249932791751
pretty,8,1,-5.514324402292926,-7.024649030453636,-0.677711372430106,-0.7088249932791751
sturdy,4,0,-6.102111067195046,-7.717796211013582,-0.677711372430106,-0.7088249932791751
large,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
cannot,1,4,-7.018401799069201,-6.108358298579481,-0.677711372430106,-0.7088249932791751
pictures,4,1,-6.102111067195046,-7.024649030453636,-0.677711372430106,-0.7088249932791751
lense,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
covered,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
didnt,0,6,-7.711548979629146,-5.771886061958268,-0.677711372430106,-0.7088249932791751
tones,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
acceptable,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
year,2,4,-6.612936690961036,-6.108358298579481,-0.677711372430106,-0.7088249932791751
fliptop,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
started,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
loose,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
wobbly,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
eventually,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
black,2,4,-6.612936690961036,-6.108358298579481,-0.677711372430106,-0.7088249932791751
couldnt,4,6,-6.102111067195046,-5.771886061958268,-0.677711372430106,-0.7088249932791751
receive,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
calls,1,11,-7.018401799069201,-5.232889561225582,-0.677711372430106,-0.7088249932791751
calendar,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
sync,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
figure,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
video,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
clips,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
bt,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
currently,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
real,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
games,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
firstperson,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
shooters,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
delay,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
messes,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
arrived,3,2,-6.3252546185092555,-6.619183922345472,-0.677711372430106,-0.7088249932791751
photo,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
ad,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
forget,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
slow,0,3,-7.711548979629146,-6.331501849893691,-0.677711372430106,-0.7088249932791751
takes,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
forever,1,2,-7.018401799069201,-6.619183922345472,-0.677711372430106,-0.7088249932791751
anything,0,4,-7.711548979629146,-6.108358298579481,-0.677711372430106,-0.7088249932791751
drivng,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
along,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
ringing,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
reason,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
looks,4,6,-6.102111067195046,-5.771886061958268,-0.677711372430106,-0.7088249932791751
excited,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
thought,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
cute,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
cool,7,2,-5.63210743794931,-6.619183922345472,-0.677711372430106,-0.7088249932791751
fits,8,1,-5.514324402292926,-7.024649030453636,-0.677711372430106,-0.7088249932791751
comfortably,3,0,-6.3252546185092555,-7.717796211013582,-0.677711372430106,-0.7088249932791751
either,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
loud,2,4,-6.612936690961036,-6.108358298579481,-0.677711372430106,-0.7088249932791751
lasts,1,3,-7.018401799069201,-6.331501849893691,-0.677711372430106,-0.7088249932791751
couple,2,3,-6.612936690961036,-6.331501849893691,-0.677711372430106,-0.7088249932791751
days,2,6,-6.612936690961036,-5.771886061958268,-0.677711372430106,-0.7088249932791751
feels,3,2,-6.3252546185092555,-6.619183922345472,-0.677711372430106,-0.7088249932791751
charging,2,3,-6.612936690961036,-6.331501849893691,-0.677711372430106,-0.7088249932791751
current,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
cellphones,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
planning,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
incredible,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
value,5,0,-5.919789510401091,-7.717796211013582,-0.677711372430106,-0.7088249932791751
jabra,5,1,-5.919789510401091,-7.024649030453636,-0.677711372430106,-0.7088249932791751
bt250v,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
those,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
who,2,1,-6.612936690961036,-7.024649030453636,-0.677711372430106,-0.7088249932791751
looking,3,1,-6.3252546185092555,-7.024649030453636,-0.677711372430106,-0.7088249932791751
comfort,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
opens,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
broken,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
situations1,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
maintain,0,2,-7.711548979629146,-6.619183922345472,-0.677711372430106,-0.7088249932791751
lap,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
sucked,0,1,-7.711548979629146,-7.024649030453636,-0.677711372430106,-0.7088249932791751
stuff,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
fantastic,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
whatever,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
crisp,2,0,-6.612936690961036,-7.717796211013582,-0.677711372430106,-0.7088249932791751
complaints,1,0,-7.018401799069201,-7.717796211013582,-0.677711372430106,-0.7088249932791751
regarding,1,1,-7.018401799069201,-7.024649030453636,-0.677711372430106,-0.7088249932791751
